"sku","description","price","currency","family","status"
"TMIS-1","Zenitel Turbine Mini Intercom, Audio only, Full Duplex, Group call, AVC, AEC, HD voice, Indoor IP42, 90dB at 1 m (Open Duplex), PoE, 6 x I/O,12mA LED driver output, SIP, UL , Cisco Certified, Avaya Certified, -25° to 70° C (-13° to 158 ° F), 10 W Amp","1907.36","CAD","Audio and power accessories","active"
"TID-600R","Video Intercom Station, 2MP@60fps, 1.6mm fixed lens (180° x 114°), triple codec H.265/H.264/MJPEG with Wisestream II, 150dB WDR, IR LEDs range 16’, Touchless call, Tow-way (Full duplex) audio, 85dB@0.5m, Echo cancellation and noise reduction, Built in tamper switch, Built in Relay, SIP 2.0, P2P-SIP, SIPS, IP65, IK08, NEMA4X, PoE, 12VDC","1484.23","CAD","Switches","active"
"WAVE-PRO-01","WAVE Professional License. Enables one (1) IP stream recording, includes life-time SW upgrade. No annual & maintenance cost required.","216.15","CAD","Software and licensing","active"
"WAVE-PRO-04","WAVE Professional License. Enables four (4) IP stream recording, includes life-time SW upgrade. No annual & maintenance cost required.","864.6","CAD","Software and licensing","active"
"WAVE-PRO-05","WAVE Professional License. Enables five (5) IP stream recording, includes life-time SW upgrade. No annual & maintenance cost required.","1080.75","CAD","Software and licensing","active"
"WAVE-PRO-08","WAVE Professional License. Enables eight (8) IP stream recording, includes life-time SW upgrade. No annual & maintenance cost required.","1729.2","CAD","Software and licensing","active"
"WAVE-PRO-16","WAVE Professional License. Enables sixteen (16) IP stream recording, includes life-time SW upgrade. No annual & maintenance cost required.","3458.4","CAD","Software and licensing","active"
"WAVE-PRO-24","WAVE Professional License. Enables twenty-four (24) IP stream recording, includes life-time SW upgrade. No annual & maintenance cost required.","5187.6","CAD","Software and licensing","active"
"WAVE-PRO-48","WAVE Professional License. Enables forty-eight (48) IP stream recording, includes life-time SW upgrade. No annual & maintenance cost required.","10375.2","CAD","Software and licensing","active"
"WAVE-VW-02","WAVE Video Wall License. Enables up to two (2) monitors, includes life-time SW upgrade. No annual & maintenance cost required.","1834.0","CAD","Software and licensing","active"
"WAVE-ENC-04","WAVE Encoder License. Enables up to four (4) recording channels, includes life-time SW upgrade. No annual & maintenance cost required.","216.15","CAD","Software and licensing","active"
"WAVE-IO-01","WAVE I/O License. Enables one (1) I/O module, includes life-time SW upgrade. No annual & maintenance cost required.","216.15","CAD","Software and licensing","active"
"WAVE-EMB-04","WAVE Embedded Recorder License. Enables four (4) channel Hanwha Embedded Recorder playback, includes life-time SW upgrade. No annual & maintenance cost required.","144.1","CAD","Software and licensing","active"
"WAVE-EMB-08","WAVE Embedded Recorder License. Enables eight (8) channel Hanwha Embedded Recorder playback, includes life-time SW upgrade. No annual & maintenance cost required.","288.2","CAD","Software and licensing","active"
"WAVE-EMB-16","WAVE Embedded Recorder License. Enables sixteen (16) channel Hanwha Embedded Recorder playback, includes life-time SW upgrade. No annual & maintenance cost required.","576.4","CAD","Software and licensing","active"
"WAVE-EMB-32","WAVE Embedded Recorder License. Enables thirty-two (32) channel Hanwha Embedded Recorder playback, includes life-time SW upgrade. No annual & maintenance cost required.","1152.8","CAD","Software and licensing","active"
"WAVE-EMB-64","WAVE Embedded Recorder License. Enables sixty-four (64) channel Hanwha Embedded Recorder playback, includes life-time SW upgrade. No annual & maintenance cost required.","2305.6","CAD","Software and licensing","active"
"WAVE-AI-01","WAVE AI Plugin License. Enables one (1) AI stream processing, includes life-time SW upgrade. No annual & maintenance cost required. Does not include WAVE camera license. (Only usable on WRR-P-S202(X), WRR-P-S204(X), WRR-P-S206S,WRR-P-S206S1, WRR-P-A200W, WRR-P-A201W, PNM-C32084RQZ-8XE4T-W)","216.15","CAD","Software and licensing","active"
"WAVE-AI-04","WAVE AI Plugin License. Enables one (4) AI stream processing, includes life-time SW upgrade. No annual & maintenance cost required. Does not include WAVE camera licenses. (Only usable on WRR-P-S202(X), WRR-P-S204(X), WRR-P-S206S,WRR-P-S206S1, WRR-P-A200W, WRR-P-A201W, PNM-C32084RQZ-8XE4T-W)","864.6","CAD","Software and licensing","active"
"WAVE-AI-08","WAVE AI Plugin License. Enables one (8) AI stream processing, includes life-time SW upgrade. No annual & maintenance cost required. Does not include WAVE camera licenses. (Only usable on WRR-P-S202(X), WRR-P-S204(X), WRR-P-S206S,WRR-P-S206S1, WRR-P-A200W, WRR-P-A201W, PNM-C32084RQZ-8XE4T-W)","1729.2","CAD","Software and licensing","active"
"WAVE-AI-16","WAVE AI Plugin License. Enables one (16) AI stream processing, includes life-time SW upgrade. No annual & maintenance cost required. Does not include WAVE camera licenses. (Only usable on WRR-P-S202(X), WRR-P-S204(X), WRR-P-S206S,WRR-P-S206S1, WRR-P-A200W, WRR-P-A201W, PNM-C32084RQZ-8XE4T-W)","3458.4","CAD","Software and licensing","active"
"WWT-P-7205MW","Micro form factor Wisenet WAVE Client Workstation for 2 monitor output, Wisenet WAVE pre-installed, Intel Core Ultra 7, 16GB RAM, 512GB SSD OS Drive, Windows 11 IoT Enterprise LTSC 2024, 2.5 GbE NIC, (2) HDMI, (1) DisplayPort outputs, Keyboard and Mouse Included ","5122.1","CAD","Cameras","active"
"WWT-P-7205ML","Micro form factor Wisenet WAVE Client Workstation for 2 monitor output, Wisenet WAVE pre-installed, Intel Core Ultra 7, 16GB RAM, 512GB SSD OS Drive, Ubuntu 22.04 LTS, 2.5 GbE NIC, (2) HDMI, (1) DisplayPort outputs, Keyboard and Mouse Included ","5122.1","CAD","Cameras","active"
"WWT-P-3204W1","Small form factor Wisenet WAVE  Client Workstation for 2 monitor output, Wisenet WAVE pre-installed, (14th Gen) Intel Core i3, 8GB RAM, 256 SSD OS Drive, Windows 11 IoT Enterprise LTSC 2024, (2) Display Port, (1) HDMI, Nvidia A400 GPU w/ (4) mDP ouput, (1) 1GbE NIC, (1) 2.5GbE NIC, (2) mDP to HDMI adapters included, Keyboard and mouse included","4781.5","CAD","Cameras","active"
"WWT-P-3204L1","Small form factor Wisenet WAVE  Client Workstation for 2 monitor output, Wisenet WAVE pre-installed, (14th Gen) Intel Core i3, 8GB RAM, 256 SSD OS Drive, Ubuntu 22.04 LTS, (2) Display Port, (1) HDMI, Nvidia A400 GPU w/ (4) mDP ouput, (1) 1GbE NIC, (1) 2.5GbE NIC, (2) mDP to HDMI adapters included, Keyboard and mouse included","4781.5","CAD","Cameras","active"
"WWT-P-5405W","Small form factor Wisenet WAVE  Client Workstation for 4 monitor output, Wisenet WAVE pre-installed, Intel Core Ultra 5, 16GB RAM, 512 SSD OS Drive, Windows 11 IoT Enterprise LTSC 2024, (1) 1GbE NIC, (1) 2.5GbE NIC, (1) HDMI, (3) DisplayPort outputs, Nvidia A400 GPU w/ (4) mDP output, (4) mDP to HDMI adapters included, Keyboard and mouse included","5737.8","CAD","Cameras","active"
"WWT-P-5405L","Small form factor Wisenet WAVE  Client Workstation for 4 monitor output, Wisenet WAVE pre-installed, Intel Core Ultra 5, 16GB RAM, 512 SSD OS Drive, Ubuntu 22.04 LTS, (1) 1GbE NIC, (1) 2.5GbE NIC GbE NIC, (1) HDMI, (3) DisplayPort outputs, Nvidia A400 GPU w/ (4) mDP output, (4) mDP to HDMI adapters included, Keyboard and mouse included","5737.8","CAD","Cameras","active"
"WRT-P-3104MW1-1TB","Micro form factor Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 1TB raw, 45 Mbps recording B/W, (1) M.2 SSD, (14th Gen) Intel Core i3, 8GB RAM, 256 GB SSD OS Drive, Windows 11 IoT Enterprise LTSC 2024, (2) HDMI, (1) DisplayPort output, 2.5 GbE NIC, Keyboard and mouse included","4283.7","CAD","Software and licensing","active"
"WRT-P-3104MW1-2TB","Micro form factor Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 2TB raw, 45 Mbps recording B/W, (1) M.2 SSD, (14th Gen) Intel Core i3, 8GB RAM, 256 GB SSD OS Drive, Windows 11 IoT Enterprise LTSC 2024, (2) HDMI, (1) DisplayPort output, 2.5 GbE NIC, Keyboard and mouse included","4467.1","CAD","Software and licensing","active"
"WRT-P-3104W1-4TB","Mini-tower form factor Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 4TB raw, 170Mbps recording B/W, (1) 3.5"" HDD, (14th Gen) Intel Core i3, 16GB RAM, 512 GB SSD OS Drive, Windows 11 IoT Enterprise LTSC 2024, (1) DisplayPort, (1) HDMI output, Dual GbE NICs, Single 360W power supply, Keyboard and mouse included","7637.3","CAD","Software and licensing","active"
"WRT-P-3104W1-8TB","Mini-tower form factor Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 8TB raw, 170Mbps recording B/W, (1) 3.5"" HDD, (14th Gen) Intel Core i3, 16GB RAM, 512 GB SSD OS Drive, Windows 11 IoT Enterprise LTSC 2024, (1) DisplayPort, (1) HDMI output, Dual GbE NICs, Single 360W power supply, Keyboard and mouse included","8226.8","CAD","Software and licensing","active"
"WRT-P-3104W1-12TB","Mini-tower form factor Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 12TB raw, 170Mbps recording B/W, (1) 3.5"" HDD, (14th Gen) Intel Core i3, 16GB RAM, 512 GB SSD OS Drive, Windows 11 IoT Enterprise LTSC 2024, (1) DisplayPort, (1) HDMI output, Dual GbE NICs, Single 360W power supply, Keyboard and mouse included","8829.4","CAD","Software and licensing","active"
"WRT-P-3104W1-16TB","Mini-tower form factor Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 16TB raw, 170Mbps recording B/W, (1) 3.5"" HDD, (14th Gen) Intel Core i3, 16GB RAM, 512 GB SSD OS Drive, Windows 11 IoT Enterprise LTSC 2024, (1) DisplayPort, (1) HDMI output, Dual GbE NICs, Single 360W power supply, Keyboard and mouse included","9327.2","CAD","Software and licensing","active"
"WRT-P-5205W-4TB","Mini-tower form factor Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 4TB raw, 470 Mbps recording B/W, (1) 3.5"" HDD, Intel Core Ultra 5, 16GB RAM, 512 GB SSD OS Drive, Windows 11 IoT Enterprise LTSC 2024, (2) DisplayPort output, (1) DisplayPort to HDMI adapter included, 1x1 GbE NIC, 1x5 GbE NIC, Single 1500W power supply, Keyboard and mouse included","8331.6","CAD","Software and licensing","active"
"WRT-P-5205W-8TB","Mini-tower form factor Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 8TB raw, 470 Mbps recording B/W, (1) 3.5"" HDD, Intel Core Ultra 5, 16GB RAM, 512 GB SSD OS Drive, Windows 11 IoT Enterprise LTSC 2024, (2) DisplayPort output, (1) DisplayPort to HDMI adapter included, 1x1 GbE NIC, 1x5 GbE NIC, Single 1500W power supply, Keyboard and mouse included","8934.2","CAD","Software and licensing","active"
"WRT-P-5205W-12TB","Mini-tower form factor Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 12TB raw, 470 Mbps recording B/W, (1) 3.5"" HDD, Intel Core Ultra 5, 16GB RAM, 512 GB SSD OS Drive, Windows 11 IoT Enterprise LTSC 2024, (2) DisplayPort output, (1) DisplayPort to HDMI adapter included, 1x1 GbE NIC, 1x5 GbE NIC, Single 1500W power supply, Keyboard and mouse included","9536.8","CAD","Software and licensing","active"
"WRT-P-5205W-16TB","Mini-tower form factor Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 16TB raw, 470 Mbps recording B/W, (1) 3.5"" HDD, Intel Core Ultra 5, 16GB RAM, 512 GB SSD OS Drive, Windows 11 IoT Enterprise LTSC 2024, (2) DisplayPort output, (1) DisplayPort to HDMI adapter included, 1x1 GbE NIC, 1x5 GbE NIC, Single 1500W power supply, Keyboard and mouse included","10034.6","CAD","Software and licensing","active"
"WRT-P-5205W-24TB","Mini-tower form factor Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 24TB raw, 470 Mbps recording B/W, (1) 3.5"" HDD, Intel Core Ultra 5, 16GB RAM, 512 GB SSD OS Drive, Windows 11 IoT Enterprise LTSC 2024, (2) DisplayPort output, (1) DisplayPort to HDMI adapter included, 1x1 GbE NIC, 1x5 GbE NIC, Single 1500W power supply, Keyboard and mouse included","10794.4","CAD","Software and licensing","active"
"WRT-P-5205W-36TB","Mini-tower form factor Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 36TB raw, 470 Mbps recording B/W, (1) 3.5"" HDD, Intel Core Ultra 5, 16GB RAM, 512 GB SSD OS Drive, Windows 11 IoT Enterprise LTSC 2024, (2) DisplayPort output, (1) DisplayPort to HDMI adapter included, 1x1 GbE NIC, 1x5 GbE NIC, Single 1500W power supply, Keyboard and mouse included","12327.1","CAD","Software and licensing","active"
"WRT-P-3104L1-4TB","Mini-tower form factor Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 4TB raw, 170Mbps recording B/W, (1) 3.5"" HDD, (14th Gen) Intel Core i3, 16GB RAM, 512 GB SSD OS Drive, Ubuntu 22.04 LTS, (1) DisplayPort, (1) HDMI output, Dual GbE NICs, Single 360W power supply, Keyboard and mouse included","7637.3","CAD","Software and licensing","active"
"WRT-P-3104L1-8TB","Mini-tower form factor Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 8TB raw, 170Mbps recording B/W, (1) 3.5"" HDD, (14th Gen) Intel Core i3, 16GB RAM, 512 GB SSD OS Drive, Ubuntu 22.04 LTS, (1) DisplayPort, (1) HDMI output, Dual GbE NICs, Single 360W power supply, Keyboard and mouse included","8226.8","CAD","Software and licensing","active"
"WRT-P-3104L1-12TB","Mini-tower form factor Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 12TB raw, 170Mbps recording B/W, (1) 3.5"" HDD, (14th Gen) Intel Core i3, 16GB RAM, 512 GB SSD OS Drive, Ubuntu 22.04 LTS, (1) DisplayPort, (1) HDMI output, Dual GbE NICs, Single 360W power supply, Keyboard and mouse included","8829.4","CAD","Software and licensing","active"
"WRT-P-3104L1-16TB","Mini-tower form factor Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 16TB raw, 170Mbps recording B/W, (1) 3.5"" HDD, (14th Gen) Intel Core i3, 16GB RAM, 512 GB SSD OS Drive, Ubuntu 22.04 LTS, (1) DisplayPort, (1) HDMI output, Dual GbE NICs, Single 360W power supply, Keyboard and mouse included","9327.2","CAD","Software and licensing","active"
"WRT-P-5205L-4TB","Mini-tower form factor Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 4TB raw, 470 Mbps recording B/W, (1) 3.5"" HDD, Intel Core Ultra 5, 16GB RAM, 512 GB SSD OS Drive, Ubuntu 22.04 LTS, (2) DisplayPort output, (1) DisplayPort to HDMI adapter included, 1x1 GbE NIC, 1x5 GbE NIC, Single 1500W power supply, Keyboard and mouse included","8331.6","CAD","Software and licensing","active"
"WRT-P-5205L-8TB","Mini-tower form factor Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 8TB raw, 470 Mbps recording B/W, (1) 3.5"" HDD, Intel Core Ultra 5, 16GB RAM, 512 GB SSD OS Drive, Ubuntu 22.04 LTS, (2) DisplayPort output, (1) DisplayPort to HDMI adapter included, 1x1 GbE NIC, 1x5 GbE NIC, Single 1500W power supply, Keyboard and mouse included","8934.2","CAD","Software and licensing","active"
"WRT-P-5205L-12TB","Mini-tower form factor Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 12TB raw, 470 Mbps recording B/W, (1) 3.5"" HDD, Intel Core Ultra 5, 16GB RAM, 512 GB SSD OS Drive, Ubuntu 22.04 LTS, (2) DisplayPort output, (1) DisplayPort to HDMI adapter included, 1x1 GbE NIC, 1x5 GbE NIC, Single 1500W power supply, Keyboard and mouse included","9536.8","CAD","Software and licensing","active"
"WRT-P-5205L-16TB","Mini-tower form factor Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 16TB raw, 470 Mbps recording B/W, (1) 3.5"" HDD, Intel Core Ultra 5, 16GB RAM, 512 GB SSD OS Drive, Ubuntu 22.04 LTS, (2) DisplayPort output, (1) DisplayPort to HDMI adapter included, 1x1 GbE NIC, 1x5 GbE NIC, Single 1500W power supply, Keyboard and mouse included","10034.6","CAD","Software and licensing","active"
"WRT-P-5205L-24TB","Mini-tower form factor Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 24TB raw, 470 Mbps recording B/W, (1) 3.5"" HDD, Intel Core Ultra 5, 16GB RAM, 512 GB SSD OS Drive, Ubuntu 22.04 LTS, (2) DisplayPort output, (1) DisplayPort to HDMI adapter included, 1x1 GbE NIC, 1x5 GbE NIC, Single 1500W power supply, Keyboard and mouse included","10794.4","CAD","Software and licensing","active"
"WRT-P-5205L-36TB","Mini-tower form factor Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 36TB raw, 470 Mbps recording B/W, (1) 3.5"" HDD, Intel Core Ultra 5, 16GB RAM, 512 GB SSD OS Drive, Ubuntu 22.04 LTS, (2) DisplayPort output, (1) DisplayPort to HDMI adapter included, 1x1 GbE NIC, 1x5 GbE NIC, Single 1500W power supply, Keyboard and mouse included","12327.1","CAD","Software and licensing","active"
"WRN-1632S-4TB","2U WAVE PoE NVR (Intel based) with 4 Professional licenses, 4TB RAW, supports: 32 channels with 16 PoE/PoE+ ports (PoE Budget 200W), Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 4 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs","4578.45","CAD","Software and licensing","active"
"WRN-1632S-6TB","2U WAVE PoE NVR (Intel based) with 4 Professional licenses, 6TB RAW, supports: 32 channels with 16 PoE/PoE+ ports (PoE Budget 200W), Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 4 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs","4781.5","CAD","Software and licensing","active"
"WRN-1632S-8TB","2U WAVE PoE NVR (Intel based) with 4 Professional licenses, 8TB RAW, supports: 32 channels with 16 PoE/PoE+ ports (PoE Budget 200W), Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 4 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs","4971.45","CAD","Software and licensing","active"
"WRN-1632S-12TB","2U WAVE PoE NVR (Intel based) with 4 Professional licenses, 12TB RAW, supports: 32 channels with 16 PoE/PoE+ ports (PoE Budget 200W), Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 4 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs","5292.4","CAD","Software and licensing","active"
"WRN-1632S-18TB","2U WAVE PoE NVR (Intel based) with 4 Professional licenses, 18TB RAW, supports: 32 channels with 16 PoE/PoE+ ports (PoE Budget 200W), Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 4 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs","5803.3","CAD","Software and licensing","active"
"WRN-1632S-24TB","2U WAVE PoE NVR (Intel based) with 4 Professional licenses, 24TB RAW, supports: 32 channels with 16 PoE/PoE+ ports (PoE Budget 200W), Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 4 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs","6373.15","CAD","Software and licensing","active"
"WRN-1632S-30TB","2U WAVE PoE NVR (Intel based) with 4 Professional licenses, 30TB RAW, supports: 32 channels with 16 PoE/PoE+ ports (PoE Budget 200W), Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 4 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs","6628.6","CAD","Software and licensing","active"
"WRN-1632S-40TB","2U WAVE PoE NVR (Intel based) with 4 Professional licenses, 40TB RAW, supports: 32 channels with 16 PoE/PoE+ ports (PoE Budget 200W), Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 4 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs","7414.6","CAD","Software and licensing","active"
"WRN-1632-4TB","2U WAVE NVR (Intel based) with 4 Professional licenses, 4TB RAW, supports: 32 channels, Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 4 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs","4185.45","CAD","Software and licensing","active"
"WRN-1632-6TB","2U WAVE NVR (Intel based) with 4 Professional licenses, 6TB RAW, supports: 32 channels, Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 4 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs","4388.5","CAD","Software and licensing","active"
"WRN-1632-8TB","2U WAVE NVR (Intel based) with 4 Professional licenses, 8TB RAW, supports: 32 channels, Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 4 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs","4578.45","CAD","Software and licensing","active"
"WRN-1632-12TB","2U WAVE NVR (Intel based) with 4 Professional licenses, 12TB RAW, supports: 32 channels, Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 4 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs","4899.4","CAD","Software and licensing","active"
"WRN-1632-18TB","2U WAVE NVR (Intel based) with 4 Professional licenses, 18TB RAW, supports: 32 channels, Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 4 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs","5410.3","CAD","Software and licensing","active"
"WRN-1632-24TB","2U WAVE NVR (Intel based) with 4 Professional licenses, 24TB RAW, supports: 32 channels, Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 4 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs","5980.15","CAD","Software and licensing","active"
"WRN-1632-30TB","2U WAVE NVR (Intel based) with 4 Professional licenses, 30TB RAW, supports: 32 channels, Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 4 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs","6235.6","CAD","Software and licensing","active"
"WRN-1632-40TB","2U WAVE NVR (Intel based) with 4 Professional licenses, 40TB RAW, supports: 32 channels, Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 4 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs","7021.6","CAD","Software and licensing","active"
"WRN-816S-4TB","1U WAVE PoE NVR (Intel based) with 4 Professional licenses, 4TB RAW, supports: 16 channels with 8 PoE/PoE+ ports (PoE Budget 100W), Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 2 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs","3923.45","CAD","Software and licensing","active"
"WRN-816S-6TB","1U WAVE PoE NVR (Intel based) with 4 Professional licenses, 6TB RAW, supports: 16 channels with 8 PoE/PoE+ ports (PoE Budget 100W), Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 2 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs","4126.5","CAD","Software and licensing","active"
"WRN-816S-8TB","1U WAVE PoE NVR (Intel based) with 4 Professional licenses, 8TB RAW, supports: 16 channels with 8 PoE/PoE+ ports (PoE Budget 100W), Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 2 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs","4316.45","CAD","Software and licensing","active"
"WRN-816S-12TB","1U WAVE PoE NVR (Intel based) with 4 Professional licenses, 12TB RAW, supports: 16 channels with 8 PoE/PoE+ ports (PoE Budget 100W), Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 2 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs","4637.4","CAD","Software and licensing","active"
"WRN-816S-16TB","1U WAVE PoE NVR (Intel based) with 4 Professional licenses, 16TB RAW, supports: 16 channels with 8 PoE/PoE+ ports (PoE Budget 100W), Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 2 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs","5017.3","CAD","Software and licensing","active"
"WRN-816S-20TB","1U WAVE PoE NVR (Intel based) with 4 Professional licenses, 20TB RAW, supports: 16 channels with 8 PoE/PoE+ ports (PoE Budget 100W), Wisenet WAVE pre-installed, H.264/H.265/MJPEG, 2 fixed internal SATA HDDs (10TB max per HDD), Wisestream technology, HDMI/DP output, Dual GbE NICs","5187.6","CAD","Software and licensing","active"
"WRR-P-E201W-16TB","1U Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 16TB raw (10TB usable after disk formatting & RAID 5 configuration), 470 Mbps recording B/W, 4 HDD Bay (3.5""), Intel Xeon E2356G, 16GB RAM, Dual 480GB SSD OS drives (RAID 1), Windows 11 IoT Enterprise LTSC 2024, Support RAID 0/1/5/6 + 512MB NV cache, HDMI output, VGA output, 2 x 1GbE NICs, IPMI, Redundant 450W power supplies, Keyboard and mouse included, Rail kit included","14626.15","CAD","Software and licensing","active"
"WRR-P-E201W-32TB","1U Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 32TB raw (21TB usable after disk formatting & RAID 5 configuration), 470 Mbps recording B/W, 4 HDD Bay (3.5""), Intel Xeon E2356G, 16GB RAM, Dual 480GB SSD OS drives (RAID 1), Windows 11 IoT Enterprise LTSC 2024, Support RAID 0/1/5/6 + 512MB NV cache, HDMI output, VGA output, 2 x 1GbE NICs, IPMI, Redundant 450W power supplies, Keyboard and mouse included, Rail kit included","16931.75","CAD","Software and licensing","active"
"WRR-P-E201W-48TB","1U Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 48TB raw (32TB usable after disk formatting & RAID 5 configuration), 470 Mbps recording B/W, 4 HDD Bay (3.5""), Intel Xeon E2356G, 16GB RAM, Dual 480GB SSD OS drives (RAID 1), Windows 11 IoT Enterprise LTSC 2024, Support RAID 0/1/5/6 + 512MB NV cache, HDMI output, VGA output, 2 x 1GbE NICs, IPMI, Redundant 450W power supplies, Keyboard and mouse included, Rail kit included","18110.75","CAD","Software and licensing","active"
"WRR-P-E201W-64TB","1U Wisenet WAVE Network Video Recorder with 4 Professional licenses, Wisenet WAVE pre-installed, 64TB raw (43TB usable after disk formatting & RAID 5 configuration), 470 Mbps recording B/W, 4 HDD Bay (3.5""), Intel Xeon E2356G, 16GB RAM, Dual 480GB SSD OS drives (RAID 1), Windows 11 IoT Enterprise LTSC 2024, Support RAID 0/1/5/6 + 512MB NV cache, HDMI output, VGA output, 2 x 1GbE NICs, IPMI, Redundant 450W power supplies, Keyboard and mouse included, Rail kit included","18752.65","CAD","Software and licensing","active"
